word	count	candidate	candidate_count	score
anumin	1	aumin	203	0.909
amanpa	1	amapa	247	0.909
jehaoi	1	jehoi	125	0.909
nisheh	1	niseh	50	0.909
hamran	1	haman	62	0.909
shimon	1	simon	77	0.909
khonga	1	konga	58	0.909
ama-ho	1	amaho	3018	0.909
-asaph	1	asaph	51	0.909
pudoh	1	puidoh	95	0.909
abonchauyin	1	abonchauvin	302	0.909
lam-ah	1	lamah	54	0.909
thapoi	1	tapoi	227	0.909
manta	1	mantam	57	0.909
ka-nei	1	kanei	144	0.909
sading	1	ading	82	0.909
amazhi	1	amazi	51	0.909
athaho	1	athao	57	0.909
amasai	1	amasa	92	0.909
dathu	1	danthu	402	0.909
ineiya	1	neiya	129	0.909
kongma	1	konga	58	0.909
hih-u	1	hih-un	143	0.909
khamin	1	kamin	52	0.909
sahnaa	1	sahna	71	0.909
macha	1	imacha	322	0.909
na-peh	1	napeh	168	0.909
nalung-thima	1	nalungthim	104	0.909
neiseh	1	niseh	50	0.909
an-neh	1	anneh	90	0.909
otdoh	1	potdoh	167	0.909
hiijeh	1	hijeh	2112	0.909
twikhanlen	1	twikhanglena	52	0.909
amahor	1	amaho	3018	0.909
hichen	1	hihen	454	0.909
hichen	1	hiche	5053	0.909
chateu	1	chate	1216	0.909
naouva	1	nauva	116	0.909
gidon	1	gideon	57	0.909
mit-in	1	mitin	187	0.909
chingu	1	ching	139	0.909
khel'a	1	khela	50	0.909
lekhaa	1	lekha	213	0.909
oh-in	1	doh-in	53	0.909
kachep	1	kache	64	0.909
kipeah	1	kipah	204	0.909
podal	1	pondal	113	0.909
kajing	1	ajing	58	0.909
ninkho	1	nikho	763	0.909
atuile	1	atile	51	0.909
kathsa	1	katha	51	0.909
thange	1	thang	103	0.909
kicho	1	kichoi	50	0.909
jemhoi	1	jehoi	125	0.909
phetna	1	hetna	174	0.909
jengme	1	jenge	384	0.909
hetsoh	1	hesoh	193	0.909
lamia	1	lampia	105	0.909
nangna	1	nanga	96	0.909
eichon	1	eihon	128	0.909
alenga	1	aleng	64	0.909
jouvam	1	jouva	54	0.909
pehin	1	peh-in	119	0.909
gamlaa	1	gamla	119	0.909
hoijeh	1	hijeh	2112	0.909
hidin	1	hiding	132	0.909
ikijot	1	kijot	66	0.909
eihong	1	eihon	128	0.909
kisate	1	kisat	145	0.909
lutnaa	1	lutna	76	0.909
nangsa	1	nanga	96	0.909
nating	1	natin	83	0.909
phuna	1	phunga	431	0.909
khange	1	khang	130	0.909
lhonga	1	lhona	166	0.909
naltai	1	nalai	106	0.909
nabole	1	nabol	399	0.909
vahcha	1	vacha	74	0.909
nathoa	1	natha	60	0.909
nahime	1	nahim	139	0.909
phungu	1	phung	682	0.909
jalhai	1	alhai	50	0.909
vetnan	1	vetan	772	0.909
deihon	1	eihon	128	0.909
tounau	1	touna	78	0.909
irael	1	israel	2472	0.909
hemna	1	themna	64	0.909
kijamu	1	kijam	66	0.909
akamun	1	kamun	81	0.909
amihat	1	mihat	94	0.909
ikikoi	1	kikoi	68	0.909
vachan	1	vacha	74	0.909
vachan	1	achan	95	0.909
neipaa	1	neipa	65	0.909
apenge	1	apeng	104	0.909
seihon	1	eihon	128	0.909
kathet	1	kahet	71	0.909
seiyan	1	seiya	56	0.909
kitpan	1	kitan	74	0.909
ajumna	1	aumna	61	0.909
lhaha	1	lhahna	53	0.909
lhaha	1	lhacha	154	0.909
sankei	1	sakei	127	0.909
lhomna	1	lhona	166	0.909
kichao	1	kicha	139	0.909
kitang	1	kitan	74	0.909
jousce	1	jouse	3816	0.909
nahilo	1	nahil	52	0.909
kivel	1	kimvel	77	0.909
tampia	1	tampi	404	0.909
phahsa	1	hahsa	80	0.909
athalo	1	athao	57	0.909
khahsa	1	hahsa	80	0.909
khoipi	1	khopi	1691	0.909
alhash	1	alhah	55	0.909
chutta	1	chuta	66	0.909
jintin	1	intin	76	0.909
ngoiya	1	noiya	344	0.909
gimnan	1	gimna	50	0.909
natpeh	1	napeh	168	0.909
samtan	1	satan	55	0.909
abeiya	1	beiya	124	0.909
kampeh	1	kapeh	304	0.909
gamgil	1	gamgi	134	0.909
teniaa	1	tenia	66	0.909
thoiya	1	hoiya	101	0.909
osanga	1	sanga	353	0.909
akeiya	1	keiya	292	0.909
hinsam	1	hinam	134	0.909
hinjam	1	hinam	134	0.909
apouve	1	pouve	247	0.909
nathua	1	nathu	70	0.909
nathua	1	natha	60	0.909
aneldi	1	neldi	65	0.909
achome	1	achom	102	0.909
igimna	1	gimna	50	0.909
khenga	1	henga	1904	0.909
haonan	1	haona	55	0.909
apanga	1	panga	148	0.909
apanga	1	apang	92	0.909
amasap	1	amasa	92	0.909
ka-hin	1	kahin	492	0.909
dinuva	1	diuva	100	0.909
vakeng	1	akeng	85	0.909
katato	1	katao	98	0.909
konhin	1	konin	1551	0.909
amaopa	1	amapa	247	0.909
agamna	1	gamna	106	0.909
ajinuu	1	ajinu	120	0.909
tading	1	ading	82	0.909
natnan	1	natna	56	0.909
bolnaa	1	bolna	68	0.909
nabuchadnez	1	nebuchadnez	54	0.909
kolai	1	kholai	91	0.909
loula	1	loulai	115	0.909
akise	1	akisem	63	0.909
ajipau	1	ajipa	55	0.909
teiya	1	theiya	181	0.909
nanin	1	nangin	585	0.909
anadon	1	nadon	58	0.909
bakai	1	bahkai	76	0.909
eivui	1	leivui	89	0.909
ngauva	1	nauva	116	0.909
kathau	1	kathu	67	0.909
kathau	1	katha	51	0.909
neipai	1	neipa	65	0.909
gamnan	1	gamna	106	0.909
ngatna	1	natna	56	0.909
najaha	1	najah	163	0.909
pumgot	1	pumgo	303	0.909
mangah	1	manga	76	0.909
kahinu	1	kahin	492	0.909
phouna	1	houna	67	0.909
helech	1	elech	63	0.909
canneh	1	anneh	90	0.909
hoiyah	1	hoiya	101	0.909
naton	1	natong	91	0.909
ahichu	1	hichu	423	0.909
ahoiye	1	ahiye	1619	0.909
nachet	1	nahet	156	0.909
nachet	1	nache	57	0.909
eipeho	1	eipeh	51	0.909
heusoh	1	hesoh	193	0.909
atphat	1	athat	181	0.909
atphat	1	aphat	204	0.909
achomu	1	achom	102	0.909
dammon	1	ammon	172	0.909
louvun	1	louvu	127	0.909
ajumin	1	aumin	203	0.909
hahna	1	lhahna	53	0.909
khelda	1	khela	50	0.909
mihona	1	mihon	307	0.909
iumdoh	1	umdoh	83	0.909
mithil	1	mithi	51	0.909
kapjah	1	kajah	209	0.909
kikhoi	1	kikoi	68	0.909
kathin	1	kahin	492	0.909
meipin	1	mipin	145	0.909
mihemm	1	mihem	1623	0.909
nalhiu	1	nahiu	84	0.909
tuapat	1	tupat	85	0.909
chanpa	1	chapa	2153	0.909
johnin	1	jonin	52	0.909
nathai	1	natha	60	0.909
kotpin	1	kotpi	164	0.909
hounin	1	houin	716	0.909
laiyem	1	laiye	72	0.909
natile	1	atile	51	0.909
uchate	1	chate	1216	0.909
hiting	1	hitin	1112	0.909
imitmu	1	mitmu	69	0.909
a-chan	1	achan	95	0.909
khomta	1	khoma	59	0.909
atilse	1	atile	51	0.909
analum	1	anaum	61	0.909
ahil'e	1	ahile	761	0.909
jontin	1	jonin	52	0.909
khamun	1	kamun	81	0.909
koi-ma	1	koima	189	0.909
lhoin	1	lhonin	533	0.909
'mithi	1	mithi	51	0.909
kalong	1	along	55	0.909
maiyah	1	maiya	164	0.909
naitoh	1	natoh	298	0.909
ama'ho	1	amaho	3018	0.909
kitman	1	kitan	74	0.909
khouna	1	houna	67	0.909
heilou	1	hilou	381	0.909
kathou	1	kathu	67	0.909
hoita	1	hoitah	64	0.909
anathu	1	nathu	70	0.909
nalhin	1	nahin	429	0.909
nalhin	1	alhin	54	0.909
kachun	1	achun	73	0.909
kittah	1	kitah	65	0.909
ichang	1	chang	932	0.909
themo	1	themmo	134	0.909
kaung	1	kanung	55	0.909
kaung	1	kalung	154	0.909
kaung	1	kahung	148	0.909
natiha	1	natha	60	0.909
chenge	1	cheng	727	0.909
olivet	1	olive	64	0.909
tounaa	1	touna	78	0.909
petter	1	peter	174	0.909
hilleh	1	hileh	306	0.909
ahille	1	ahile	761	0.909
chungu	1	chung	820	0.909
eilhon	1	eihon	128	0.909
hounaa	1	houna	67	0.909
vaipoi	1	vaipo	56	0.909
vaipoi	1	vaipi	507	0.909
akumin	1	kumin	58	0.909
akumin	1	aumin	203	0.909
kacheu	1	kache	64	0.909
seipai	1	sepai	384	0.909
vaipiu	1	vaipi	507	0.909
jaleng	1	aleng	64	0.909
nangau	1	nanga	96	0.909
chuna	1	chunga	2274	0.909
thenge	1	theng	422	0.909
kipala	1	kipal	53	0.909
puvin	1	pouvin	178	0.909
kisato	1	kisat	145	0.909
athile	1	atile	51	0.909
athile	1	athil	102	0.909
athile	1	ahile	761	0.909
ikisei	1	kisei	260	0.909
ikoma	1	hikoma	458	0.909
vahchoiyuhen	1	vahchoiyun	63	0.909
jingma	1	jinga	130	0.909
thuah	1	thutah	103	0.909
mongum	1	mongu	57	0.909
lhaona	1	lhona	166	0.909
lhaona	1	haona	55	0.909
kintah	1	kitah	65	0.909
nangam	1	nanga	96	0.909
itahsa	1	tahsa	204	0.909
mangan	1	manga	76	0.909
na-het	1	nahet	156	0.909
hetnan	1	hetna	174	0.909
lulai	1	loulai	115	0.909
kahun	1	kahung	148	0.909
lhonna	1	lhona	166	0.909
ikisim	1	kisim	50	0.909
ilhah	1	nilhah	132	0.909
kitana	1	kitan	74	0.909
heling	1	helin	103	0.909
igoulo	1	goulo	126	0.909
geiyah	1	geiya	662	0.909
agucha	1	gucha	50	0.909
hatman	1	haman	62	0.909
pa-kai	1	pakai	5373	0.909
ki-pah	1	kipah	204	0.909
nalung-thimu	1	nalungthim	104	0.909
mongui	1	mongu	57	0.909
ajeh-a	1	jeh-a	54	0.909
sinmon	1	simon	77	0.909
pathat	1	athat	181	0.909
ahiule	1	ahile	761	0.909
jachen	1	achen	209	0.909
anahia	1	anahi	139	0.909
keiyan	1	keiya	292	0.909
kichau	1	kicha	139	0.909
ineina	1	neina	81	0.909
lekhua	1	lekha	213	0.909
meihat	1	mihat	94	0.909
eihinu	1	eihin	89	0.909
adonga	1	adong	55	0.909
thouna	1	touna	78	0.909
thouna	1	houna	67	0.909
meihem	1	mihem	1623	0.909
kathai	1	katha	51	0.909
akhuta	1	akhut	491	0.909
sangta	1	sanga	353	0.909
kahset	1	kahet	71	0.909
ahoile	1	ahile	761	0.909
lennu	1	lengnu	64	0.909
akajah	1	kajah	209	0.909
theichangna	1	theichang	53	0.900
ahubinguvin	1	ahunguvin	92	0.900
chesuh-uvin	1	cheh-uvin	77	0.900
thingkongin	1	thingkong	238	0.900
philistian	1	philistine	298	0.900
gimnamtuiya	1	gimnamtui	195	0.900
chunjongle	1	chujongleh	245	0.900
cholsolouva	1	cholsolou	50	0.900
chultengle	1	chutengleh	273	0.900
ajhinguvin	1	alhinguvin	77	0.900
na-pathena	1	na-pathenu	105	0.900
hitobangpia	1	hitobanga	278	0.900
nalungset-u	1	nalungset	64	0.900
nungjuiyin	1	dungjuiyin	142	0.900
leogvaipoh	1	lengvaipoh	69	0.900
lengvaipao	1	lengvaipoh	69	0.900
chu-tengleh	1	chutengle	463	0.900
chu-jongle	1	chujongleh	245	0.900
chutobangin	1	chutobang	92	0.900
asuipeh-in	1	aseipeh-in	99	0.900
alungthimla	1	alungthim	143	0.900
aboncbauva	1	abonchauva	292	0.900
nasepeh-in	1	aseipeh-in	99	0.900
alungthimun	1	alungthim	143	0.900
nalungsetna	1	nalungset	64	0.900
nalungsetpa	1	nalungset	64	0.900
alhunguvin	1	alhinguvin	77	0.900
ka-pathena	1	ka-pathenu	50	0.900
na-pathenho	1	na-pathen	210	0.900
phllistine	1	philistine	298	0.900
jerusalemin	1	jerusalem	811	0.900
akipatdoh-u	1	akipatdoh	137	0.900
gimnamtuiyu	1	gimnamtui	195	0.900
aluchunguva	1	achunguva	149	0.900
achujongle	1	chujongleh	245	0.900
aneipeh-in	1	aseipeh-in	99	0.900
alungthimle	1	alungthim	143	0.900
hiujongleh	1	chujongleh	245	0.900
hiujongleh	1	ahijongleh	54	0.900
hijong-leh	1	ahijongleh	54	0.900
asei-juiten	1	aseijuite	115	0.900
chu-tobanga	1	chutobang	92	0.900
chutobangho	1	chutobang	92	0.900
melchihnaho	1	melchihna	166	0.900
melchihnale	1	melchihna	166	0.900
chungnungle	1	chungnung	174	0.900
athinglhan	1	thinglhang	130	0.900
chungnungte	1	chungnung	174	0.900
alung-thimu	1	alungthim	143	0.900
i-pathenule	1	i-pathenu	74	0.900
hitobangtah	1	hitobanga	278	0.900
chungnungna	1	chungnung	174	0.900
chungnungah	1	chungnung	174	0.900
kanga	1	kana	59	0.889
kanga	1	anga	85	0.889
nisao	1	niso	197	0.889
nisao	1	nisa	155	0.889
ahingtauve	1	ahitauve	114	0.889
naoh	1	natoh	298	0.889
naoh	1	naboh	61	0.889
mash	1	masah	97	0.889
bolam	1	bola	90	0.889
hakeh	1	akeh	81	0.889
nalaiyinge	1	nalaiyin	71	0.889
tolla	1	tola	132	0.889
anachonset	1	achonset	110	0.889
ilou	1	hilou	381	0.889
ilou	1	gilou	109	0.889
kadeiyuvin	1	keiyuvin	129	0.889
gapen	1	apen	181	0.889
katei	1	kati	260	0.889
katei	1	kate	74	0.889
nahai	1	nahi	588	0.889
nahibouvin	1	nahiuvin	53	0.889
rache	1	ache	143	0.889
lhoni	1	lhon	576	0.889
asahe	1	asah	121	0.889
kaupa	1	kapa	100	0.889
alvan	1	alan	108	0.889
miupa	1	mipa	247	0.889
khomi	1	khom	394	0.889
alvah	1	avah	123	0.889
alvah	1	alah	184	0.889
koile	1	kile	235	0.889
tango	1	tang	119	0.889
isel	1	kisel	61	0.889
iphat	1	phat	1617	0.889
aiti	1	akiti	61	0.889
aiti	1	aitih	81	0.889
kaluchunga	1	kachunga	76	0.889
ahengulva	1	nahenguva	97	0.889
nahinauve	1	nahitauve	56	0.889
masap	1	masa	285	0.889
jahol	1	ahol	77	0.889
aneji	1	anei	454	0.889
mosen	1	mose	952	0.889
analhingin	1	alhingin	178	0.889
khata	1	khat	5531	0.889
sohchangpa	1	sohchang	85	0.889
ibolu	1	ibol	55	0.889
nuna	1	nunga	171	0.889
aphunuvin	1	ahunguvin	92	0.889
molsanglam	1	molsanga	82	0.889
bolta	1	bola	90	0.889
dongu	1	dong	59	0.889
bapeh	1	apeh	250	0.889
thingphela	1	thingpel	58	0.889
chengsechu	1	chengseu	160	0.889
chala	1	chal	146	0.889
luva	1	louva	695	0.889
manchahna	1	manthahna	86	0.889
munthanga	1	munthenga	66	0.889
aguma	1	auma	98	0.889
hlita	1	hita	518	0.889
namou	1	namu	150	0.889
tchom	1	chom	277	0.889
seipeh-ia	1	seipeh-in	74	0.889
niko	1	nikho	763	0.889
phunguvin	1	ahunguvin	92	0.889
natea	1	nate	68	0.889
aduma	1	auma	98	0.889
asimtauve	1	aseitauve	68	0.889
aneli	1	anei	454	0.889
kipatdohji	1	kipatdoh	72	0.889
nahbi	1	nahi	588	0.889
namiu	1	namu	150	0.889
ngahm	1	ngam	55	0.889
ngahm	1	ngah	147	0.889
katna	1	kana	59	0.889
iengpilei	1	lengpilei	66	0.889
bongchalin	1	bongchal	298	0.889
levin	1	levi	245	0.889
njong	1	jong	12530	0.889
munaa	1	muna	279	0.889
ikipatdoh	1	akipatdoh	137	0.889
samna	1	sana	459	0.889
ikom	1	hikom	69	0.889
israelteo	1	israelten	56	0.889
hilje	1	hile	192	0.889
kaseipeh-u	1	kaseipeh	166	0.889
ijem-inem	1	ijeh-inem	1384	0.889
nahetdohna	1	nahetdoh	67	0.889
umlah	1	umah	62	0.889
kathupehna	1	kathupeh	90	0.889
nathupehna	1	nathupeh	60	0.889
na-pu	1	napu	150	0.889
mi-pathen	1	i-pathenu	74	0.889
hel-a	1	hela	56	0.889
kaisa	1	kisa	53	0.889
udoh	1	umdoh	83	0.889
hinjongle	1	hijongleh	357	0.889
nagan	1	ngan	60	0.889
akhat	1	khat	5531	0.889
alhavingin	1	alhingin	178	0.889
konba	1	kona	2089	0.889
agatipeh-e	1	atipeh-e	79	0.889
lailungtah	1	lailunga	86	0.889
nage	1	nange	86	0.889
nage	1	nagel	78	0.889
sakia	1	saki	56	0.889
phaichamse	1	phaicham	130	0.889
kitl	1	kitol	173	0.889
balah	1	alah	184	0.889
agup	1	jagup	57	0.889
jehud	1	jehu	69	0.889
almon	1	amon	59	0.889
nathupeh-u	1	nathupeh	60	0.889
papathenin	1	pathenin	835	0.889
gamsungma	1	agamsunga	105	0.889
benjaminin	1	benjamin	193	0.889
agamsungse	1	agamsung	178	0.889
hitobangpi	1	hitobang	830	0.889
pengu	1	peng	217	0.889
ahingdoh-e	1	ahingdoh	80	0.889
kamon	1	amon	59	0.889
katoi	1	kati	260	0.889
lamsa	1	lama	909	0.889
apanu	1	apau	66	0.889
apanu	1	apan	69	0.889
hinglouvin	1	hilouvin	80	0.889
meite	1	mite	2385	0.889
kihah	1	khah	323	0.889
kaipa	1	kipa	99	0.889
kaipa	1	kapa	100	0.889
nabo	1	nabol	399	0.889
nabo	1	naboh	61	0.889
lhanglampi	1	lhanglam	66	0.889
achet	1	chet	83	0.889
achet	1	ahet	126	0.889
achet	1	ache	143	0.889
masat	1	masa	285	0.889
masat	1	asat	174	0.889
elin	1	helin	103	0.889
khea	1	khela	50	0.889
aphongdoh-	1	aphondoh	76	0.889
lange	1	lang	2368	0.889
aung	1	asung	82	0.889
aung	1	anung	158	0.889
aung	1	alung	393	0.889
anhon	1	ahon	60	0.889
anaphondoh	1	aphondoh	76	0.889
asolu	1	asol	180	0.889
ateng	1	teng	605	0.889
mache	1	ache	143	0.889
akaum	1	kaum	120	0.889
akaum	1	akum	74	0.889
akaum	1	akam	56	0.889
iche	1	hiche	5053	0.889
gasan	1	asan	98	0.889
eihoi	1	eiho	468	0.889
thach	1	thah	176	0.889
kaseipeh-e	1	kaseipeh	166	0.889
adelu	1	adel	53	0.889
umlo	1	umlou	81	0.889
akhaitauve	1	ahitauve	114	0.889
amane	1	aman	2008	0.889
lhonm	1	lhon	576	0.889
kijo	1	kijot	66	0.889
cama	1	chama	59	0.889
mipao	1	mipa	247	0.889
umnan	1	umna	99	0.889
saph	1	asaph	51	0.889
vahchoila	1	vahchoina	53	0.889
gilo	1	gilou	109	0.889
hotobanga	1	hitobanga	278	0.889
amung	1	amun	122	0.889
albim	1	abim	54	0.889
mahol	1	ahol	77	0.889
analungset	1	alungset	90	0.889
tunpi	1	tuni	193	0.889
chujongte	1	chujongle	908	0.889
dingm	1	ding	14897	0.889
apathennu	1	a-pathenu	52	0.889
themgaopu	1	themgaopa	94	0.889
gasem	1	asem	101	0.889
agaum	1	agam	181	0.889
atipa	1	atia	68	0.889
gadon	1	adon	90	0.889
ahine	1	ahin	4872	0.889
ihiya	1	hiya	289	0.889
nena	1	neina	81	0.889
gasep	1	asep	52	0.889
judan	1	juda	143	0.889
akona	1	kona	2089	0.889
juvin	1	uvin	2033	0.889
bbang	1	bang	1096	0.889
agammsunga	1	agamsung	178	0.889
chunn	1	chun	11233	0.889
asami	1	asam	70	0.889
llhin	1	lhin	419	0.889
nalhi	1	nahi	588	0.889
maho	1	amaho	3018	0.889
akiam	1	akim	61	0.889
akiam	1	akam	56	0.889
rumah	1	umah	62	0.889
ajamu	1	ajam	78	0.889
khuto	1	khut	768	0.889
leha	1	lekha	213	0.889
habah	1	abah	77	0.889
ardon	1	adon	90	0.889
ahban	1	aban	64	0.889
abash	1	abah	77	0.889
ashim	1	shim	65	0.889
ashim	1	ahim	68	0.889
thiel	1	thil	1731	0.889
lehem	1	lhem	63	0.889
tolad	1	tola	132	0.889
hilen	1	hile	192	0.889
aher	1	asher	50	0.889
jehub	1	jehu	69	0.889
imna	1	gimna	50	0.889
aphunguva	1	achunguva	149	0.889
akisatdoh	1	akipatdoh	137	0.889
ngamu	1	ngam	55	0.889
ngamu	1	namu	150	0.889
thingjong	1	thingkong	238	0.889
ja-a	1	jah-a	69	0.889
abonchavin	1	abonchan	639	0.889
imite	1	mite	2385	0.889
hochengse	1	hichengse	153	0.889
mahil	1	ahil	127	0.889
asaiyuvin	1	aseiyuvin	74	0.889
anang	1	nang	1944	0.889
aneih	1	anei	454	0.889
aneih	1	aneh	263	0.889
amasi	1	amai	92	0.889
akikatdoh	1	akipatdoh	137	0.889
chujou-in	1	chujouvin	435	0.889
namle	1	name	69	0.889
gal-hangin	1	gal-hang	58	0.889
paka	1	pakai	5373	0.889
dathu	1	athu	197	0.889
agamsungin	1	agamsung	178	0.889
naute	1	nate	68	0.889
gakoi	1	akoi	60	0.889
gasa	1	gamsa	100	0.889
mihou	1	miho	843	0.889
abonchanin	1	abonchan	639	0.889
'nang	1	nang	1944	0.889
eiti'	1	eiti	61	0.889
'uvin	1	uvin	2033	0.889
ilen	1	milen	144	0.889
chuja	1	chua	131	0.889
addon	1	adon	90	0.889
asunguvin	1	ahunguvin	92	0.889
duva	1	diuva	100	0.889
aksei	1	asei	605	0.889
baboh	1	aboh	268	0.889
ahshi	1	ahsi	68	0.889
chle	1	chule	5992	0.889
chtengle	1	chutengleh	273	0.889
hiule	1	hile	192	0.889
jeha	1	jeh-a	54	0.889
kaht	1	kahet	71	0.889
khole	1	khol	57	0.889
hitonbang	1	hitobanga	278	0.889
abol'	1	abol	678	0.889
na-um	1	naum	139	0.889
kipem	1	kipe	54	0.889
agele	1	agel	72	0.889
alhaitauve	1	ahitauve	114	0.889
mor'dccai	1	mor'decai	65	0.889
lhingset'a	1	lhingset	87	0.889
janla	1	jala	97	0.889
melchih-a	1	melchihna	166	0.889
dinpi	1	inpi	81	0.889
katel	1	kate	74	0.889
kikamsunga	1	kamsunga	60	0.889
naseipeh-u	1	naseipeh	72	0.889
kilel	1	kile	235	0.889
thingdong	1	thingkong	238	0.889
athaa	1	atha	146	0.889
konsa	1	kona	2089	0.889
akapi	1	akap	94	0.889
ahivangun	1	ahivangin	812	0.889
abeitauve	1	aseitauve	68	0.889
mahin	1	ahin	4872	0.889
nunge	1	nung	538	0.889
natichunga	1	nachunga	130	0.889
akoa	1	akoma	97	0.889
khaha	1	khah	323	0.889
athei	1	thei	1838	0.889
athei	1	athi	223	0.889
nakhi	1	nahi	588	0.889
lamia	1	lama	909	0.889
kanaa	1	kana	59	0.889
a-pathenpa	1	a-pathen	56	0.889
pange	1	pang	1439	0.889
migilouto	1	migiloute	101	0.889
kapah	1	kapa	100	0.889
vahehoina	1	vahchoina	53	0.889
apunguvin	1	ahunguvin	92	0.889
kitai	1	kiti	553	0.889
asoi	1	asopi	67	0.889
nolnabeite	1	nolnabei	71	0.889
kihuh	1	khuh	52	0.889
kajum	1	kaum	120	0.889
kalhagaovu	1	kalhagao	53	0.889
inpiu	1	inpi	81	0.889
lhankhuh-a	1	lhankhuh	51	0.889
achonsetpi	1	achonset	110	0.889
taola	1	tola	132	0.889
mangthah-u	1	mangthah	76	0.889
najeh	1	ajeh	1764	0.889
gentheila	1	gentheina	82	0.889
ahan	1	achan	95	0.889
ikoi	1	kikoi	68	0.889
vatou	1	atou	50	0.889
milna	1	mina	102	0.889
qajeh	1	ajeh	1764	0.889
aphil	1	ahil	127	0.889
nolnabeipa	1	nolnabei	71	0.889
vamin	1	amin	368	0.889
achilhah-u	1	achilhah	67	0.889
chah-uvin	1	cheh-uvin	77	0.889
nalhachanu	1	nalhacha	50	0.889
haneh	1	aneh	263	0.889
kamah	1	kama	61	0.889
geiho	1	eiho	468	0.889
kamaa	1	kama	61	0.889
thume	1	thum	561	0.889
mangthahna	1	mangthah	76	0.889
alhaa	1	alha	92	0.889
anuna	1	anun	134	0.889
akium	1	akum	74	0.889
akium	1	akim	61	0.889
jatoh	1	atoh	173	0.889
lhaha	1	lhah	569	0.889
lhuho	1	lhuh	81	0.889
icham	1	iham	67	0.889
icham	1	cham	85	0.889
khapa	1	kapa	100	0.889
umnam	1	umna	99	0.889
jakeh	1	akeh	81	0.889
galma	1	gama	784	0.889
kahna	1	kana	59	0.889
sapna	1	sana	459	0.889
nisoh	1	niso	197	0.889
chome	1	chom	277	0.889
chete	1	chet	83	0.889
kamen	1	amen	60	0.889
ilama	1	lama	909	0.889
ibang	1	bang	1096	0.889
chuh-uvin	1	cheh-uvin	77	0.889
anamu	1	namu	150	0.889
maipa	1	mipa	247	0.889
negam	1	ngam	55	0.889
o-gin	1	ogin	178	0.889
angih	1	agih	55	0.889
gentheinu	1	gentheina	82	0.889
meilhangho	1	meilhang	69	0.889
israeltea	1	israelten	56	0.889
atpan	1	apan	69	0.889
atungthim	1	alungthim	143	0.889
athilbolna	1	athilbol	145	0.889
nuvin	1	uvin	2033	0.889
gapan	1	apan	69	0.889
naven	1	aven	57	0.889
nisat	1	nisa	155	0.889
nakeh	1	akeh	81	0.889
ngung	1	nung	538	0.889
thaneipan	1	thaneipen	251	0.889
akuma	1	auma	98	0.889
akuma	1	akum	74	0.889
gasun	1	asun	52	0.889
kiveiyuvin	1	keiyuvin	129	0.889
thinglha	1	thinglhang	130	0.889
namse	1	name	69	0.889
bonge	1	bong	114	0.889
valha	1	alha	92	0.889
havah	1	avah	123	0.889
aosat	1	asat	174	0.889
akei	1	sakei	127	0.889
anahitave	1	nahitauve	56	0.889
savet	1	avet	73	0.889
hasan	1	asan	98	0.889
acho	1	achon	72	0.889
acho	1	achom	102	0.889
hange	1	hang	147	0.889
apheh	1	apeh	250	0.889
kaseiyuvin	1	keiyuvin	129	0.889
thingphu	1	thingphung	77	0.889
gollhangin	1	gollhang	97	0.889
kapul	1	kapu	218	0.889
tumtah-in	1	tamtah-in	54	0.889
hiyam	1	hiya	289	0.889
meilhangpi	1	meilhang	69	0.889
manthaina	1	manthahna	86	0.889
gamal	1	gama	784	0.889
nahunguva	1	nahenguva	97	0.889
nahunguva	1	achunguva	149	0.889
chejouvin	1	chujouvin	435	0.889
tave	1	tauve	1336	0.889
gamao	1	gama	784	0.889
ileng	1	leng	898	0.889
katai	1	kati	260	0.889
ngolu	1	ngol	90	0.889
kiheiyuvin	1	keiyuvin	129	0.889
kaham	1	kham	69	0.889
donge	1	dong	59	0.889
jalen	1	alen	58	0.889
lana	1	langa	182	0.889
langu	1	lang	2368	0.889
natahsanna	1	natahsan	70	0.889
kabo	1	kabol	224	0.889
akomkeova	1	ahomkeova	66	0.889
jeremiahin	1	jeremiah	156	0.889
koi-macha	1	koimachan	71	0.889
ache-uvin	1	cheh-uvin	77	0.889
nanuu	1	nanu	58	0.889
kamda	1	kama	61	0.889
athih	1	thih	135	0.889
athih	1	athi	223	0.889
kiah	1	kitah	65	0.889
kiah	1	kipah	204	0.889
kiah	1	kilah	138	0.889
ahaitauve	1	nahitauve	56	0.889
kisea	1	kisa	53	0.889
vahchoipa	1	vahchoina	53	0.889
thengselpi	1	thengsel	64	0.889
kipoa	1	kipa	99	0.889
jerusalam	1	jerusalem	811	0.889
naunu	1	nanu	58	0.889
hopi	1	khopi	1691	0.889
nakenguva	1	nahenguva	97	0.889
nata	1	natna	56	0.889
nata	1	natha	60	0.889
gamad	1	gama	784	0.889
nagih	1	agih	55	0.889
nanuh	1	nanu	58	0.889
chole	1	chol	71	0.889
naton	1	nato	62	0.889
tohem	1	them	389	0.889
amipi	1	mipi	811	0.889
agamsungma	1	agamsung	178	0.889
athilkeova	1	athilkeo	51	0.889
ngate	1	ngat	50	0.889
ngate	1	nate	68	0.889
ahivangala	1	ahivanga	77	0.889
kheh-uvin	1	cheh-uvin	77	0.889
amona	1	amon	59	0.889
sakin	1	saki	56	0.889
aveng	1	aven	57	0.889
themgaola	1	themgaopa	94	0.889
lungnatna	1	lungsatna	50	0.889
chulouvin	1	chujouvin	435	0.889
