word	count	candidate	candidate_count	score
kichompa	1	kikhopna	230	0.750
bea	1	beiya	124	0.750
hoi-a	1	hoi	163	0.750
hoi-a	1	hoa	105	0.750
lhavah-in	1	lhauvin	66	0.750
na-inchung	1	nahung	187	0.750
dah-e	1	dah	53	0.750
apiu	1	napu	150	0.750
apiu	1	kapu	218	0.750
chutijeng	1	chutile	74	0.750
bemim	1	bei	168	0.750
noabu	1	nou	105	0.750
noabu	1	nau	401	0.750
mutei	1	mei	129	0.750
chaninjong	1	chanin	61	0.750
kabohuve	1	ahibouve	516	0.750
abia	1	atia	68	0.750
abia	1	abim	54	0.750
kadeijeh	1	kaseipeh	166	0.750
kipum	1	kum	1169	0.750
luchunga	1	nachunga	130	0.750
kinua	1	kin	170	0.750
kolmanga	1	molsanga	82	0.750
anadengin	1	apangin	73	0.750
anadengin	1	adongin	100	0.750
anadengin	1	abangin	56	0.750
kehso	1	kho	539	0.750
kehso	1	keh	189	0.750
na-ngamjin	1	nangin	585	0.750
nahouthang	1	nahung	187	0.750
machalsah	1	manchah	222	0.750
navan	1	nan	549	0.750
akisonkun	1	akisune	52	0.750
themdan	1	thempupan	190	0.750
amiteuvin	1	atouvin	53	0.750
amiteuvin	1	atiuvin	259	0.750
amiteuvin	1	apeuvin	69	0.750
saito	1	sat	100	0.750
inop	1	inpi	81	0.750
asojiuvin	1	atouvin	53	0.750
asojiuvin	1	atiuvin	259	0.750
midai	1	mai	249	0.750
alapouvin	1	atouvin	53	0.750
alapouvin	1	ataovin	50	0.750
alapouvin	1	apeuvin	69	0.750
kiselmang	1	kiselna	70	0.750
natethei	1	phatthei	298	0.750
achansel	1	achonset	110	0.750
mitchangin	1	mangin	86	0.750
navetdol	1	nahetdoh	67	0.750
nahel-oh	1	nahetdoh	67	0.750
delpa	1	del	106	0.750
akoh	1	khoh	113	0.750
akoh	1	atoh	173	0.750
phelvah-in	1	peh-in	119	0.750
laiyinjong	1	laiyin	108	0.750
jaten	1	jen	267	0.750
jaten	1	jat	328	0.750
jaten	1	jan	255	0.750
namtuiyin	1	ngaiyin	115	0.750
lungchih	1	lungthim	250	0.750
komdunga	1	kamsunga	60	0.750
phatseh-in	1	peh-in	119	0.750
asoldoh-e	1	aboldoh	72	0.750
nga-uvin	1	nahiuvin	53	0.750
nga-uvin	1	jenguvin	296	0.750
a-eo	1	aneo	50	0.750
asopeh-e	1	atipeh-e	79	0.750
kilamdoh	1	kipatdoh	72	0.750
sudih	1	suh	182	0.750
khogo	1	kho	539	0.750
hatu	1	that	121	0.750
hatu	1	phat	1617	0.750
kiket	1	kit	1961	0.750
a-engsea	1	chengsea	61	0.750
lhingdeh	1	lhingset	87	0.750
monsa	1	mon	53	0.750
gelpa	1	gel	217	0.750
aseithem	1	asepaite	94	0.750
aphongle	1	hijongle	559	0.750
agep	1	asep	52	0.750
agep	1	agel	72	0.750
achonjie	1	achonset	110	0.750
aneijie	1	aseijuite	115	0.750
golle	1	gol	123	0.750
delle	1	del	106	0.750
akiphona	1	kikhopna	230	0.750
agima	1	ama	4814	0.750
agima	1	aga	203	0.750
akipahsah	1	apansah	84	0.750
danto	1	dan	614	0.750
aduchatna	1	achaina	60	0.750
joupa	1	jou	504	0.750
angum	1	aum	498	0.750
angum	1	anu	184	0.750
misoh	1	moh	92	0.750
mijouvin	1	hilouvin	80	0.750
apepa	1	apa	292	0.750
ahilhona	1	achilhah	67	0.750
ngaipin	1	ngaiyuvin	94	0.750
geplo	1	gel	217	0.750
ngaikhama	1	ngaidam	59	0.750
kigahsal	1	kihahsel	66	0.750
maivaicha	1	maicham	461	0.750
laila	1	lal	71	0.750
kathenge	1	thengsel	64	0.750
amop	1	amor	94	0.750
amop	1	amon	59	0.750
amop	1	amoh	155	0.750
akihilchah	1	akilah	108	0.750
abeijitai	1	aseitai	388	0.750
najom	1	nom	301	0.750
najom	1	nao	86	0.750
najom	1	nam	208	0.750
thangsetpi	1	thanei	59	0.750
jonva	1	jon	167	0.750
kui	1	kumin	58	0.750
kui	1	kulpi	169	0.750
akijouve	1	ahibouve	516	0.750
lhuho	1	lhu	62	0.750
khoiphanga	1	kipana	209	0.750
khoiphanga	1	khanga	51	0.750
lehle	1	lel	58	0.750
lehle	1	leh	2422	0.750
mijah	1	mah	67	0.750
kihoupin	1	kikhopna	230	0.750
julou	1	jou	504	0.750
chonnal	1	chonsetna	84	0.750
khojuiyin	1	kholjin	76	0.750
inva	1	tina	77	0.750
inva	1	mina	102	0.750
meise	1	mei	129	0.750
ankha	1	ana	292	0.750
umnam	1	uma	214	0.750
kelchaten	1	kelchal	76	0.750
achesotna	1	achetai	70	0.750
aheimanga	1	athenga	54	0.750
gihna	1	gin	245	0.750
ngailupan	1	ngailut	64	0.750
milungsa	1	lailunga	86	0.750
kbel	1	khel	206	0.750
jakeh	1	jeh	972	0.750
jakeh	1	jah	2028	0.750
ucal	1	chal	146	0.750
anute	1	anu	184	0.750
phailaiya	1	pakaiya	317	0.750
mu-thong	1	muntheng	150	0.750
vaa	1	vanga	231	0.750
vaa	1	vacha	74	0.750
akivu	1	aki	85	0.750
anungjam	1	angsunga	489	0.750
imeh	1	ijeh	111	0.750
athiljah	1	achilhah	67	0.750
kavul	1	kal	154	0.750
kachange	1	kachunga	76	0.750
velouvin	1	hilouvin	80	0.750
thil-hol	1	athilbol	145	0.750
bo-eh	1	boh	166	0.750
bo-eh	1	beh	299	0.750
beh-a	1	beh	299	0.750
laljo	1	lal	71	0.750
apuna	1	apu	272	0.750
apuna	1	apa	292	0.750
achoidoh	1	aphondoh	76	0.750
achoidoh	1	ahingdoh	80	0.750
belto	1	bel	136	0.750
najahdoh	1	nahetdoh	67	0.750
ahetdanin	1	achetai	70	0.750
ahinlaiyun	1	ahinla	564	0.750
ahinlaiyun	1	ahinai	139	0.750
gelna	1	gel	217	0.750
anol	1	ngol	90	0.750
anol	1	asol	180	0.750
ahajedoh	1	nahetdoh	67	0.750
nagao	1	nga	701	0.750
nagao	1	nao	86	0.750
hoichepen	1	hichepa	164	0.750
hoichepen	1	hicheng	557	0.750
nacholna	1	nachunga	130	0.750
nacholna	1	cholngah	165	0.750
kah-u	1	khu	738	0.750
kah-u	1	kah	260	0.750
kidongkhom	1	kikhom	88	0.750
ajobu	1	ajo	70	0.750
hasim	1	him	90	0.750
hasim	1	ham	2327	0.750
neikaiyin	1	ngaiyin	115	0.750
kavom	1	kom	82	0.750
kavom	1	kam	79	0.750
chome	1	che	187	0.750
kihap	1	kha	116	0.750
kihap	1	kap	134	0.750
se-al	1	sel	53	0.750
kihal-khom	1	kikhom	88	0.750
nakhivui	1	nahiuvin	53	0.750
kanetai	1	kangtalai	143	0.750
gentbei	1	gentheina	82	0.750
avat	1	avet	73	0.750
avat	1	avai	55	0.750
avat	1	avah	123	0.750
ilama	1	ima	174	0.750
nahoiyin	1	nalaiyin	71	0.750
mel-hoiyin	1	meiyin	80	0.750
kikaitoh	1	kipatdoh	72	0.750
bepah	1	bep	289	0.750
bepah	1	beh	299	0.750
hani	1	lhan	213	0.750
hani	1	lhai	123	0.750
hani	1	khan	52	0.750
kideijong	1	kenjong	98	0.750
ngaiyuve	1	aseiyuve	56	0.750
abit	1	anit	69	0.750
abit	1	amit	133	0.750
pipoi	1	poi	292	0.750
ngimuvin	1	nahiuvin	53	0.750
ngimuvin	1	jenguvin	296	0.750
chuh-uvin	1	cheuvin	62	0.750
anamu	1	anu	184	0.750
atengchau	1	athenga	54	0.750
atte	1	nate	68	0.750
atte	1	kate	74	0.750
ahinse	1	ahinseiyin	68	0.750
tolchanga	1	tobanga	117	0.750
kidalhapa	1	kachapa	129	0.750
asopthenga	1	atheng	105	0.750
asopthenga	1	ahenga	176	0.750
asoptheng	1	athenga	54	0.750
asoptheng	1	asopite	127	0.750
gajo	1	ajot	72	0.750
negam	1	nga	701	0.750
negam	1	nem	53	0.750
alungdeiya	1	aneiya	54	0.750
kehbe	1	keh	189	0.750
huiye	1	hui	77	0.750
hamgo	1	ham	2327	0.750
angih	1	ang	67	0.750
ahinkoupa	1	ahinkho	97	0.750
kamtheng	1	muntheng	150	0.750
mangsah-in	1	mangin	86	0.750
kinopsaina	1	kipana	209	0.750
henu	1	khen	97	0.750
henu	1	heng	168	0.750
tije	1	ijem	66	0.750
tije	1	ijeh	111	0.750
tula	1	tola	132	0.750
pela	1	hela	56	0.750
penle	1	pen	562	0.750
diug	1	dung	410	0.750
diug	1	ding	14897	0.750
atpa	1	napa	112	0.750
atpa	1	kapa	100	0.750
hiloubeh	1	ahiloule	145	0.750
amithengpa	1	atheng	105	0.750
amithengpa	1	ahenga	176	0.750
gebim	1	gim	93	0.750
gebim	1	gei	223	0.750
kitolmanga	1	kimang	52	0.750
amanchahte	1	achate	92	0.750
kivaidoh	1	kipatdoh	72	0.750
ahoikhom	1	nahinkho	54	0.750
ahoikhom	1	kahinkho	58	0.750
kidot	1	kot	86	0.750
kidot	1	kit	1961	0.750
ngema	1	nga	701	0.750
ngema	1	nem	53	0.750
inho	1	miho	843	0.750
inho	1	eiho	468	0.750
ahinlhen	1	ahilhone	98	0.750
dele	1	adel	53	0.750
asatauve	1	gamtauve	63	0.750
asatauve	1	ahitauve	114	0.750
nalhasam	1	nalhacha	50	0.750
kimin	1	kin	170	0.750
saphu	1	sau	63	0.750
saphu	1	sah	862	0.750
muntheh	1	munthenga	66	0.750
asumo	1	aum	498	0.750
theilouvin	1	touvin	115	0.750
nemul	1	nem	53	0.750
egla	1	hela	56	0.750
vanou	1	van	514	0.750
achildoh	1	ahingdoh	80	0.750
achildoh	1	achilhah	67	0.750
ahuikhoma	1	ahinkho	97	0.750
asemdohsa	1	aseidoh	71	0.750
dalhahna	1	nalhacha	50	0.750
nahuhhinga	1	nahung	187	0.750
thingkeh	1	thingpel	58	0.750
ahusauve	1	ahitauve	114	0.750
a-aovuvin	1	atouvin	53	0.750
a-aovuvin	1	ataovin	50	0.750
a-aovuvin	1	akouvin	86	0.750
vadunghon	1	vadunga	52	0.750
hunei	1	hui	77	0.750
gobet	1	got	81	0.750
gobet	1	get	181	0.750
kangtan	1	kangtalai	143	0.750
athilbolna	1	abolna	54	0.750
tole	1	tola	132	0.750
gaum	1	ngam	55	0.750
kanatai	1	kangtalai	143	0.750
nuvin	1	nun	167	0.750
japna	1	jan	255	0.750
naven	1	nan	549	0.750
telna	1	ten	126	0.750
injat	1	ina	129	0.750
naselhah	1	nalhacha	50	0.750
penguvin	1	hunguvin	53	0.750
kaseilet	1	kaseipeh	166	0.750
chopa	1	cha	515	0.750
game	1	ngam	55	0.750
game	1	name	69	0.750
gime	1	ngim	71	0.750
suchimtan	1	suhmang	59	0.750
same	1	name	69	0.750
asamuve	1	aseitauve	68	0.750
jampa	1	jam	78	0.750
nisat	1	nit	106	0.750
vaihopna	1	kikhopna	230	0.750
vetsa	1	vet	110	0.750
jamle	1	jam	78	0.750
jamle	1	jal	156	0.750
ngun	1	ngan	60	0.750
asempauvin	1	asemin	108	0.750
leno	1	leng	898	0.750
leno	1	alen	58	0.750
kithadona	1	kitahna	74	0.750
kikin	1	kin	170	0.750
kilhotna	1	kilhaina	255	0.750
kilhotna	1	kikhopna	230	0.750
alih	1	aloi	64	0.750
alih	1	alha	92	0.750
achimlou	1	ahiloule	145	0.750
naluchungu	1	nalung	137	0.750
nangongin	1	nanghon	605	0.750
bolgo	1	bol	639	0.750
bolbe	1	bol	639	0.750
tahih-uvin	1	tauvin	511	0.750
tahih-uvin	1	tah-in	493	0.750
ngah-uvin	1	ngahmun	267	0.750
jeju	1	jesu	735	0.750
jeju	1	jehu	69	0.750
akitaule	1	keitauve	51	0.750
akitaule	1	ahitauve	114	0.750
thingbo	1	thingkong	238	0.750
galou	1	gou	118	0.750
galou	1	gal	622	0.750
lhuluvin	1	hunguvin	53	0.750
kiveiyuvin	1	keiyun	127	0.750
kiveiyuvin	1	keiyin	404	0.750
ahln	1	alen	58	0.750
ahln	1	alan	108	0.750
ahln	1	ahon	60	0.750
tang-ngol	1	tenggol	102	0.750
changsia	1	chengsea	61	0.750
ngaitemun	1	ngahmun	267	0.750
amiu	1	namu	150	0.750
amiu	1	kamu	115	0.750
namse	1	nam	208	0.750
jengjunge	1	jenguve	106	0.750
nangongte	1	nanghon	605	0.750
sathe	1	sat	100	0.750
sathe	1	sah	862	0.750
sahingne	1	alhingin	178	0.750
achohsate	1	achateu	55	0.750
amunsang	1	amasanga	66	0.750
lenglenpa	1	lengpan	413	0.750
lvvah	1	lah	2318	0.750
nahousei	1	kathusei	73	0.750
kabu	1	kaum	120	0.750
kabu	1	kapu	218	0.750
kabu	1	kamu	115	0.750
nalhilon	1	ahilhone	98	0.750
bonge	1	bon	78	0.750
khankhoa	1	kahinkho	58	0.750
senan	1	san	79	0.750
ganu	1	ngan	60	0.750
ganu	1	nanu	58	0.750
akhankho	1	nahinkho	54	0.750
akhankho	1	kahinkho	58	0.750
tanje	1	tan	1520	0.750
asime	1	ase	52	0.750
amot	1	amut	56	0.750
amot	1	amor	94	0.750
amot	1	amon	59	0.750
nabahsah	1	natahsan	70	0.750
thingge	1	thingkong	238	0.750
nong	1	tong	384	0.750
kavatchai	1	khatcha	70	0.750
kagotlhah	1	kailhah	78	0.750
michomgam	1	maicham	461	0.750
lheilhah	1	achilhah	67	0.750
lhatdohnan	1	lhahna	53	0.750
aosat	1	asa	162	0.750
ngaitokhoh	1	ngaito	95	0.750
hinpodoh	1	ahingdoh	80	0.750
meithingin	1	mihing	78	0.750
kagondohsa	1	kondoh	76	0.750
nalungdon	1	nanghon	605	0.750
akunuvin	1	hunguvin	53	0.750
apujiuvin	1	atiuvin	259	0.750
apujiuvin	1	apeuvin	69	0.750
apujiuvin	1	ahiuvin	703	0.750
akikouvun	1	akouvin	86	0.750
nahomtoh	1	nahetdoh	67	0.750
savet	1	set	89	0.750
tame	1	name	69	0.750
tame	1	aume	164	0.750
kidalhan	1	kilhaina	255	0.750
agina	1	ana	292	0.750
agina	1	ain	70	0.750
lungtolin	1	lhungin	94	0.750
kasongin	1	masangin	59	0.750
nakihenna	1	nahenga	221	0.750
phonglea	1	hijongle	559	0.750
onsa	1	nisa	155	0.750
onsa	1	nasa	160	0.750
onsa	1	kona	2089	0.750
kikhenpa	1	kikhopna	230	0.750
kha-e	1	kha	116	0.750
kichohuvin	1	kichoi	50	0.750
akilhaina	1	achaina	60	0.750
kasanpeh	1	kaseipeh	166	0.750
acho	1	chon	166	0.750
donchimset	1	dimset	151	0.750
achingpoi	1	ahinpui	52	0.750
nasollhan	1	nasohpa	72	0.750
nalhadah	1	nalhacha	50	0.750
mangkhumin	1	mangin	86	0.750
setin	1	set	89	0.750
setin	1	sei	279	0.750
neimupeh	1	naseipeh	72	0.750
jela	1	jala	97	0.750
jela	1	hela	56	0.750
thildih-a	1	thilpha	231	0.750
tuiho	1	tih	51	0.750
tuiho	1	tho	96	0.750
akikhedoh	1	ahetdoh	97	0.750
muthimjeng	1	muthim	132	0.750
changsan	1	chengsen	63	0.750
kaholuvin	1	kholjin	76	0.750
kaseiyuvin	1	keiyun	127	0.750
notan	1	nan	549	0.750
alhamang	1	gal-hang	58	0.750
alhamang	1	ahamhing	93	0.750
nebai	1	nei	433	0.750
nebai	1	nai	168	0.750
vahchom	1	vahchoina	53	0.750
noloi	1	noi	85	0.750
thingphu	1	thingpel	58	0.750
dih-a	1	dih	110	0.750
dih-a	1	dia	808	0.750
aki-o	1	aki	85	0.750
kikapdoh	1	kipatdoh	72	0.750
gimga	1	gim	93	0.750
galkaipa	1	lamkaipa	146	0.750
pehji	1	peh	984	0.750
kapul	1	kap	134	0.750
kapul	1	kal	154	0.750
huilhoh-in	1	hih-in	235	0.750
hih-o	1	hih	610	0.750
sonle	1	son	103	0.750
sonle	1	sol	54	0.750
hotpa	1	hot	58	0.750
hotpa	1	hop	190	0.750
hotpa	1	hoa	105	0.750
vetah	1	vet	110	0.750
vetah	1	vah	269	0.750
numeichun	1	numeinu	132	0.750
numeichun	1	numeiho	70	0.750
nachangu	1	nachunga	130	0.750
amudoh-uva	1	amudoh	207	0.750
atipouve	1	ahibouve	516	0.750
gamtu	1	gam	1203	0.750
akimudoh-e	1	amudoh	207	0.750
thangsea	1	thengsel	64	0.750
thangsea	1	chengsea	61	0.750
tukah	1	tua	265	0.750
tukah	1	tah	2366	0.750
mathe	1	mat	53	0.750
mathe	1	mah	67	0.750
tapouvinte	1	touvin	115	0.750
tapouvinte	1	tauvin	511	0.750
paidohuvin	1	pouvin	178	0.750
khosamuvin	1	khomin	69	0.750
huisa	1	hui	77	0.750
angoluvin	1	atouvin	53	0.750
angoluvin	1	akouvin	86	0.750
amaichangu	1	achanu	69	0.750
amaichangu	1	achang	87	0.750
ahejouve	1	ahibouve	516	0.750
kijan	1	kin	170	0.750
kelna	1	ken	207	0.750
namiteuvin	1	namtin	514	0.750
namiteuvin	1	namite	140	0.750
alenuvin	1	jenguvin	296	0.750
idel	1	adel	53	0.750
huse	1	hise	70	0.750
achomuvin	1	atouvin	53	0.750
atih-uvin	1	atouvin	53	0.750
atih-uvin	1	ahiuvin	703	0.750
ameh-uvin	1	apeuvin	69	0.750
ameh-uvin	1	ahiuvin	703	0.750
chang-lhah	1	changa	221	0.750
ana-khangu	1	akhang	85	0.750
adeiyuva	1	theiyuva	56	0.750
adeiyuva	1	aseiyuve	56	0.750
jihna	1	jin	726	0.750
jihna	1	jia	59	0.750
itou	1	atou	50	0.750
ka-chamna	1	kachapa	129	0.750
louba	1	lou	2148	0.750
tave	1	avet	73	0.750
tave	1	aven	57	0.750
akisauve	1	keitauve	51	0.750
akisauve	1	ahitauve	114	0.750
jolla	1	jol	53	0.750
segam	1	sem	58	0.750
segam	1	sam	76	0.750
alhamlha	1	nalhacha	50	0.750
akiloupi	1	aloupina	59	0.750
thoiyuve	1	theiyuva	56	0.750
aseithei	1	asepaite	94	0.750
lunghanin	1	lhungin	94	0.750
ngailoupa	1	ngailut	64	0.750
phatheiya	1	pathena	133	0.750
gamnoiya	1	vannoiya	70	0.750
akitu	1	aki	85	0.750
sukha	1	suh	182	0.750
kakiveiyin	1	keiyin	404	0.750
gasel	1	gel	217	0.750
gasel	1	gal	622	0.750
pangthei	1	phatthei	298	0.750
pangthei	1	pathenin	835	0.750
donva	1	don	177	0.750
tato	1	that	121	0.750
keovuvin	1	keiyuvin	129	0.750
vathaile	1	athilkeo	51	0.750
taoda	1	tao	113	0.750
ngolu	1	nou	105	0.750
toh-u	1	tou	253	0.750
toh-u	1	toh	2090	0.750
toh-u	1	thu	2917	0.750
akidengin	1	ahingin	192	0.750
akidengin	1	adongin	100	0.750
nute	1	nate	68	0.750
hamse	1	ham	2327	0.750
kaba	1	kapa	100	0.750
kaba	1	kana	59	0.750
kaba	1	kama	61	0.750
kiheiyuvin	1	keiyun	127	0.750
kiheiyuvin	1	keiyin	404	0.750
seiyuvinte	1	seiyin	125	0.750
kolom	1	kom	82	0.750
kolom	1	kol	76	0.750
savel	1	sel	53	0.750
akingaina	1	ahingin	192	0.750
aheidohtai	1	ahitai	1652	0.750
umjengin	1	jenguvin	296	0.750
gongu	1	gou	118	0.750
kilethuh	1	kisemthu	70	0.750
kilethuh	1	kiletsah	81	0.750
kitunsah	1	kiletsah	81	0.750
phisa	1	pha	203	0.750
kidai	1	kai	121	0.750
hehseuvin	1	heluvin	51	0.750
isot	1	niso	197	0.750
jahen	1	jen	267	0.750
ahinbole	1	athilbol	145	0.750
ahinbole	1	ahiloule	145	0.750
kihondoh	1	aphondoh	76	0.750
lalpa	1	lal	71	0.750
arima	1	ama	4814	0.750
geovu	1	gou	118	0.750
atul	1	saul	530	0.750
atul	1	paul	235	0.750
thempujong	1	thempu	337	0.750
kiba	1	kisa	53	0.750
kiba	1	kipa	99	0.750
agaovuvin	1	atouvin	53	0.750
agaovuvin	1	ataovin	50	0.750
agaovuvin	1	akouvin	86	0.750
jahoi	1	jah	2028	0.750
moho	1	miho	843	0.750
moho	1	amoh	155	0.750
amanthai	1	mangthah	76	0.750
naneideh	1	naseipeh	72	0.750
dounuvin	1	hunguvin	53	0.750
dounuvin	1	dinguvin	73	0.750
pane	1	pang	1439	0.750
pane	1	apan	69	0.750
more	1	mose	952	0.750
more	1	amor	94	0.750
sheth	1	set	89	0.750
napiputeu	1	napateu	71	0.750
kagaseiyin	1	keiyin	404	0.750
seisa	1	sei	279	0.750
neijo	1	nei	433	0.750
viluving	1	hilouvin	80	0.750
neiholuvin	1	neihin	162	0.750
kolai	1	kol	76	0.750
kolai	1	koi	847	0.750
nehel	1	neh	370	0.750
pathen-in	1	pathena	133	0.750
kisot	1	kot	86	0.750
naval	1	nal	79	0.750
kival	1	kal	154	0.750
kithongdoh	1	kondoh	76	0.750
achaidoh	1	ahingdoh	80	0.750
napot	1	nat	94	0.750
napot	1	nao	86	0.750
natohman	1	natahsan	70	0.750
donge	1	don	177	0.750
theu	1	thum	561	0.750
lamhilna	1	lailunga	86	0.750
kithonga	1	kikhopna	230	0.750
kithonga	1	itobanga	66	0.750
masangle	1	masangin	59	0.750
kachohna	1	kachunga	76	0.750
sing	1	ting	260	0.750
sing	1	sung	432	0.750
lunghangna	1	lhanga	52	0.750
hinjadoh	1	ahingdoh	80	0.750
kathilse	1	kathusei	73	0.750
kathilse	1	athilkeo	51	0.750
ladingin	1	dinguvin	73	0.750
potai	1	poi	292	0.750
potai	1	pai	454	0.750
solpa	1	sol	54	0.750
amapu	1	apu	272	0.750
jucal	1	jal	156	0.750
akisuhmona	1	akisuh	56	0.750
khailhan	1	kilhaina	255	0.750
akihouna	1	kikhopna	230	0.750
nachenphau	1	nachen	56	0.750
alis	1	aloi	64	0.750
chimhama	1	chemjama	109	0.750
na-impeh	1	naseipeh	72	0.750
kabo	1	khao	81	0.750
kabo	1	abon	103	0.750
dinguleh	1	tenguleh	78	0.750
natiuleh	1	nathupeh	60	0.750
laitah-uva	1	laitah	118	0.750
kiphajolna	1	kipana	209	0.750
kiphajolna	1	kholna	72	0.750
agamsah	1	agamsunga	105	0.750
kelin	1	kin	170	0.750
kelin	1	ken	207	0.750
na-mangin	1	namdang	50	0.750
tulhu	1	tul	54	0.750
tulhu	1	thu	2917	0.750
nachempai	1	nachapa	73	0.750
ahinauva	1	ahitauve	114	0.750
naija	1	nai	168	0.750
ahoithon	1	ahilhone	98	0.750
dentauve	1	keitauve	51	0.750
asumangtan	1	asunga	220	0.750
mitip	1	mit	138	0.750
kahohdoh	1	aphondoh	76	0.750
akisoltai	1	aboltai	53	0.750
dah-a	1	dah	53	0.750
busah	1	bah	64	0.750
nabu	1	naum	139	0.750
nabu	1	napu	150	0.750
anaivela	1	akimvela	55	0.750
sumanguvin	1	sungin	216	0.750
sumanguvin	1	sumang	62	0.750
sumanguvin	1	sangin	268	0.750
asangong	1	masangin	59	0.750
ache-uvin	1	apeuvin	69	0.750
kel-chalte	1	kelcha	56	0.750
nanuu	1	nau	401	0.750
nanuu	1	nan	549	0.750
na-oh	1	nao	86	0.750
achangsal	1	achunga	249	0.750
achangsal	1	achaina	60	0.750
anachoutai	1	achuti	72	0.750
kamda	1	kam	79	0.750
kisatlhu	1	kisemthu	70	0.750
phapa	1	pha	203	0.750
ahin-lha	1	achilhah	67	0.750
acheng-poi	1	acheng	87	0.750
hinlhang	1	meilhang	69	0.750
minni	1	min	845	0.750
akihalin	1	kilhaina	255	0.750
achang-at	1	achunga	249	0.750
achang-at	1	achaina	60	0.750
nalunggila	1	nalung	137	0.750
amilimho	1	milimdoi	69	0.750
hichangei	1	hicheng	557	0.750
avit	1	avet	73	0.750
avit	1	avai	55	0.750
avit	1	anit	69	0.750
puitauve	1	keitauve	51	0.750
puitauve	1	ahitauve	114	0.750
dach	1	ache	143	0.750
khatauve	1	keitauve	51	0.750
khatauve	1	gamtauve	63	0.750
khatauve	1	ahitauve	114	0.750
akankhom	1	kahinkho	58	0.750
ei-o	1	eiho	468	0.750
kakhosunga	1	kahung	148	0.750
sonsa	1	son	103	0.750
asuhmangna	1	asunga	220	0.750
kakilosah	1	kailhah	78	0.750
i-nga	1	ing	157	0.750
kajen	1	ken	207	0.750
mohna	1	mon	53	0.750
mohna	1	moh	92	0.750
ago-lhan	1	gollhang	97	0.750
theihoiyin	1	teiyin	126	0.750
asaiging	1	masangin	59	0.750
noiyu	1	nou	105	0.750
noiyu	1	noi	85	0.750
aliu	1	atiu	99	0.750
aliu	1	alut	184	0.750
limse	1	lim	344	0.750
pitan	1	pan	294	0.750
eipo	1	eiho	468	0.750
akino	1	aki	85	0.750
akino	1	ain	70	0.750
hadou	1	hou	159	0.750
nathethang	1	naheng	61	0.750
hoipa	1	hop	190	0.750
hoipa	1	hoi	163	0.750
alhop	1	alo	64	0.750
ahunglhun	1	ahungin	211	0.750
akimatjel	1	akimvel	57	0.750
kavit	1	kit	1961	0.750
mithemmo	1	themmona	215	0.750
juiyuvin	1	keiyuvin	129	0.750
meial	1	mei	129	0.750
hamdoh-in	1	hamhing	92	0.750
kibehlhah	1	kailhah	78	0.750
azzurchapa	1	achapa	270	0.750
nathasau	1	natahsan	70	0.750
akisongin	1	ahingin	192	0.750
akisongin	1	adongin	100	0.750
mutheina	1	muntheng	150	0.750
kano	1	khao	81	0.750
kano	1	khan	52	0.750
kano	1	kana	59	0.750
guilhuna	1	gitlouna	62	0.750
nagen	1	nan	549	0.750
kongjanga	1	konggah	53	0.750
ahinglou	1	ahingdoh	80	0.750
nalaigui	1	nalaiyin	71	0.750
nakichun	1	nachunga	130	0.750
hoipi	1	hop	190	0.750
hoipi	1	hoi	163	0.750
nakisonpin	1	nasopi	54	0.750
pijengin	1	jenguvin	296	0.750
nagit	1	nit	106	0.750
sahpi	1	sah	862	0.750
namunsang	1	namdang	50	0.750
naunu	1	nau	401	0.750
naunu	1	nan	549	0.750
nachanuten	1	nachen	56	0.750
nachanuten	1	nachan	56	0.750
najahcha	1	nalhacha	50	0.750
napaodoh	1	aphondoh	76	0.750
achulhan	1	achilhah	67	0.750
tamga	1	tam	214	0.750
ahahsela	1	kihahsel	66	0.750
peleh	1	peh	984	0.750
apungdoh	1	aphondoh	76	0.750
apungdoh	1	ahingdoh	80	0.750
juijo	1	jui	50	0.750
giloupan	1	gitlouna	62	0.750
kheluvin	1	keiyuvin	129	0.750
matje	1	mat	53	0.750
asonguvin	1	atouvin	53	0.750
asonguvin	1	akouvin	86	0.750
sapol	1	sol	54	0.750
akhumuvin	1	akouvin	86	0.750
akhumuvin	1	ahiuvin	703	0.750
akibotdoh	1	apotdoh	101	0.750
akibotdoh	1	aboldoh	72	0.750
kakih	1	kai	121	0.750
kakih	1	kah	260	0.750
dapna	1	dan	614	0.750
amitmuvin	1	atouvin	53	0.750
amitmuvin	1	atiuvin	259	0.750
amitmuvin	1	ahiuvin	703	0.750
taitomuvin	1	touvin	115	0.750
taitomuvin	1	tauvin	511	0.750
densa	1	den	247	0.750
bamah	1	bah	64	0.750
thangnau	1	thutanna	119	0.750
lunggimin	1	lhungin	94	0.750
khaye	1	kha	116	0.750
akiphetsah	1	akipah	51	0.750
diule	1	diu	2288	0.750
meikongpi	1	mihonpi	50	0.750
kasemlhah	1	kailhah	78	0.750
nunsete	1	nalungset	64	0.750
nahintol	1	nahinkho	54	0.750
akitimlel	1	akimvel	57	0.750
akilahuvin	1	akilah	108	0.750
ahilpouvin	1	ahipoi	353	0.750
ahilpouvin	1	ahilou	77	0.750
anasoltai	1	aboltai	53	0.750
jahmo	1	jam	78	0.750
jahmo	1	jah	2028	0.750
kilepdoh	1	kipatdoh	72	0.750
semar	1	sem	58	0.750
behsa	1	beh	299	0.750
lekit	1	lei	162	0.750
nakenguva	1	nahenga	221	0.750
hongsung	1	angsunga	489	0.750
